,GD,LNC,TXT,TAP,DDS,C,CI,CVX,ECL,FMC,GPC,HAL,HAS,HD,JPM,KMB,LHX,LLY,LOW,MMM,CLX,IP,NWL,BAX,PCAR,VFC,WHR,AON,PG,HSY,Date
1997-11-28,21.656,35.6875,29.5625,18.0,36.5625,234.8543,18.5833,40.0938,12.75,8.5169,32.0,26.9688,19.375,18.646,36.2083,49.0588,19.2259,63.0625,5.7422,48.719,38.813,44.2825,40.8125,13.148,10.8642,10.8685,54.813,35.2917,38.1563,30.6875,1997-11-28
1997-12-31,21.609,39.0625,31.25,16.625,35.25,250.5501,19.2292,38.5,13.8594,7.8466,33.9375,25.9688,21.0,19.625,36.5,46.4674,18.5926,69.625,5.9609,41.031,39.531,40.2568,42.5,13.0993,10.3704,10.8096,55.0,39.0833,39.9063,30.9688,1997-12-31
1998-01-30,21.563,37.8438,29.9063,15.875,35.125,230.2038,18.8403,37.4063,13.6875,7.8394,33.1875,22.4688,23.0,20.104,35.7292,49.1766,19.3018,67.5,6.3203,41.75,38.313,42.6489,41.0625,14.4628,9.9753,10.0596,57.813,37.2083,39.1875,31.8438,1998-01-30
1998-02-27,21.688,41.875,37.4688,15.625,35.625,259.2699,21.2222,40.5625,14.4063,8.4368,37.0,23.25,24.1667,21.271,41.3542,52.4746,20.543,65.8125,7.3047,42.656,43.875,43.524,45.875,14.7063,12.5062,11.2214,66.813,39.875,42.4688,33.3438,1998-02-27
1998-03-31,21.531,42.4375,38.5,17.5,36.9375,279.0349,22.7778,40.1563,14.5,9.1508,38.125,25.0938,23.5417,22.479,44.9583,47.2331,21.1256,59.625,8.7734,45.594,42.844,43.6991,48.4375,14.3167,11.7654,12.3686,68.563,43.1667,42.1875,35.8125,1998-03-31
1998-04-30,21.125,44.4063,39.125,17.875,36.625,284.5574,22.9931,41.3438,15.8438,9.0415,36.0,27.5,24.5417,23.208,46.1875,47.822,19.6058,69.5625,8.7422,47.188,41.938,48.7166,48.3125,14.3978,11.7284,12.2362,72.0,43.0,41.0938,36.625,1998-04-30
1998-05-29,22.219,44.9375,37.0938,18.75,42.0625,283.6855,22.8333,39.9375,15.4375,8.9103,33.9375,23.6875,25.5,26.188,45.3125,46.703,19.5298,61.4375,9.8984,46.313,41.75,42.9406,48.25,14.8523,10.9074,12.5156,68.313,42.7083,41.9688,34.625,1998-05-29
1998-06-30,23.25,45.6875,35.8438,17.0,41.4375,281.9415,23.0,41.5313,15.5,7.9486,34.5625,22.2813,26.2083,27.688,50.3333,43.2283,18.1113,66.0625,10.1406,41.094,47.688,40.1401,49.8125,13.9758,10.321,12.1186,68.75,46.8333,45.5313,34.5,1998-06-30
1998-07-31,23.781,47.875,36.9375,18.8594,34.375,311.5889,22.0208,41.3125,15.6875,7.4605,34.6875,18.1563,24.125,27.917,50.4167,42.3448,16.0595,67.25,9.625,37.438,51.25,41.6571,51.5,15.5179,8.8395,11.0744,60.5,45.3333,39.6875,31.5625,1998-07-31
1998-08-31,23.781,43.0,31.375,20.625,28.875,206.3695,19.3958,37.0313,13.9063,6.0325,31.3125,13.2813,20.875,25.667,35.3333,35.9254,12.9186,65.5,8.7656,34.25,48.219,34.5392,47.75,13.8297,8.0988,8.9124,49.625,41.7083,38.25,35.0,1998-08-31
1998-09-30,25.094,41.125,30.3125,22.9688,28.3125,174.3968,22.0417,42.0313,14.2188,6.0107,30.0625,14.2813,19.7083,26.333,28.8333,38.1634,12.9692,78.3125,7.9531,36.844,41.25,43.524,46.0625,15.4529,8.1358,8.7359,47.0,43.0,35.4688,34.2188,1998-09-30
1998-10-30,29.594,37.9375,37.1875,25.0,31.0625,218.868,24.3125,40.75,14.9375,5.9524,31.5,17.9688,23.375,29.0,37.875,45.4662,14.2104,80.9375,8.4219,40.0,54.625,43.349,44.0,15.5666,8.6173,9.839,51.25,41.3333,44.4375,33.9063,1998-10-30
1998-11-30,29.031,41.8438,38.8438,24.875,34.375,233.401,25.9375,41.8125,15.4688,6.7756,32.9375,14.6875,23.5,33.167,42.2917,49.5888,15.3756,89.6875,10.5625,40.156,55.531,40.5485,44.25,16.508,8.9877,11.545,56.0,38.4167,43.8125,33.625,1998-11-30
1998-12-31,29.313,40.9063,37.9688,28.2188,28.375,230.2038,25.7708,41.4688,18.0938,6.5279,33.4375,14.8125,24.0833,40.792,45.375,51.3556,14.8437,88.875,12.7969,35.563,58.406,41.8321,41.25,16.7028,8.1235,11.0302,55.375,36.9167,45.6563,31.0938,1998-12-31
1999-01-29,29.063,41.6563,37.2188,32.0313,24.8125,260.7232,27.4583,37.375,19.375,6.3021,31.875,14.8438,24.75,40.25,51.2917,46.9386,15.1983,93.6875,14.5781,38.813,62.563,36.9313,41.5625,18.4234,8.6173,10.0302,44.938,33.8333,45.4375,28.125,1999-01-29
1999-02-26,30.219,47.3438,39.0,29.7813,24.875,273.2216,26.1667,38.4375,19.9375,5.9669,29.9375,14.125,24.7083,39.792,53.0833,44.5239,12.6146,94.6875,14.8281,37.031,59.156,39.2066,42.5,18.2773,8.2716,11.3244,43.5,39.2917,44.75,31.125,1999-02-26
1999-03-31,32.125,49.4375,38.6875,27.0,25.375,297.0559,27.9375,44.2188,17.75,5.7557,28.8125,19.25,28.9375,41.5,54.2083,45.1718,11.6014,84.875,15.125,35.375,58.594,39.3817,47.5,17.1411,8.1358,11.1038,54.375,42.1667,48.9688,28.0,1999-03-31
1999-04-30,35.125,48.0313,46.0625,26.75,27.6875,349.9562,29.0625,49.875,20.9688,7.5771,30.0,21.3125,34.875,39.958,55.1667,57.7751,14.0078,73.625,13.1875,44.5,57.688,49.7668,47.4375,16.3619,11.0617,12.1186,66.375,45.6667,46.9063,26.3125,1999-04-30
1999-05-28,32.875,50.875,44.5313,23.75,35.125,308.101,31.0833,46.3438,21.25,7.7155,33.6875,20.6875,28.75,37.917,48.3333,55.3015,15.325,71.4375,12.9844,42.875,50.469,46.6746,40.5,16.7677,11.1235,10.8243,64.5,43.0,46.6875,27.125,1999-05-28
1999-06-30,34.25,52.3125,41.1563,24.75,35.125,331.3539,29.6667,47.5938,21.8125,7.9632,35.0,22.625,27.9375,42.958,57.75,53.7114,15.8822,71.625,14.1719,43.469,53.406,47.1413,46.5,15.7451,10.5432,10.0596,74.0,41.25,44.625,29.6875,1999-06-30
1999-07-30,33.656,50.0,41.125,26.625,30.8125,310.8623,29.3958,45.625,21.3125,8.1308,31.0625,23.0625,26.0,42.542,51.25,57.4806,12.2853,65.625,13.1875,43.969,56.0,47.7247,43.25,17.839,11.321,9.2948,71.688,37.4375,45.25,29.0,1999-07-30
1999-08-31,31.5,46.875,40.375,28.5313,23.5,309.9903,29.9375,46.125,18.7813,6.7902,28.875,23.1875,24.4375,40.75,55.7917,53.6525,10.6388,74.625,11.3125,47.25,45.25,43.9324,41.0,17.417,10.8889,8.4712,70.688,33.375,49.625,26.7813,1999-08-31
1999-09-30,31.219,37.5625,38.6875,27.0625,20.3125,306.9384,25.9167,44.375,17.0625,5.6245,26.5625,20.5,21.5,45.75,50.25,49.471,11.1961,64.0,12.1875,48.031,38.25,44.8659,28.5625,15.6477,10.0494,7.2947,65.313,29.5625,46.875,24.3438,1999-09-30
1999-10-29,27.719,46.125,38.5938,27.75,18.875,377.5691,24.9167,45.6563,16.9063,4.743,26.0625,18.8438,20.625,50.333,58.25,59.483,9.0937,68.875,13.75,47.531,40.938,49.125,34.625,16.8489,9.3086,7.0741,69.688,35.5,52.4375,25.25,1999-10-29
1999-11-30,25.781,41.6875,35.5313,24.875,18.875,375.8251,27.4167,44.2813,17.3125,5.6537,25.75,19.3438,21.5625,52.708,51.5,60.1898,9.9202,71.75,12.4531,47.781,44.563,48.7166,32.8125,17.5469,8.1235,7.0299,61.0,35.6875,54.0,24.5625,1999-11-30
1999-12-31,26.375,40.0,38.3438,26.25,20.1875,387.5969,26.8542,43.3125,19.5625,6.6809,24.8125,20.125,18.9375,68.563,51.7917,61.4854,12.6069,66.5,14.9375,48.938,50.375,52.6839,29.0,16.3132,8.7531,7.0594,65.063,40.0,54.7813,23.75,1999-12-31
2000-01-31,23.563,36.9375,29.8438,24.25,19.1875,400.6766,23.9167,41.7813,17.5938,6.2657,24.125,18.0,15.0,56.625,53.625,58.364,13.6993,66.875,11.1563,46.813,47.75,44.4575,30.0,16.5892,8.1852,6.1034,58.25,25.875,50.4375,21.25,2000-01-31
2000-02-29,21.625,27.8125,30.5,21.9375,17.375,360.5654,24.6042,37.3438,14.125,5.6318,22.5625,19.0938,15.75,57.813,53.0833,48.7054,15.0574,59.4375,11.9063,44.063,40.438,34.3642,23.125,14.1544,8.5062,5.8093,54.313,20.9375,44.0,21.9688,2000-02-29
2000-03-31,24.875,33.5,30.4375,24.0,16.4375,413.7564,25.25,46.2188,18.3438,6.5862,23.875,20.5,16.6875,64.5,58.125,52.7691,16.3269,63.0,14.5938,44.281,32.5,39.9068,24.8125,16.2808,9.8765,5.6622,58.625,32.25,28.125,24.375,2000-03-31
2000-04-28,29.25,34.8125,30.9688,25.5,13.9375,414.6284,26.5833,42.5625,19.5313,6.7829,26.25,22.0938,15.9375,56.063,48.0417,54.7126,15.2641,77.3125,12.375,43.25,36.75,34.3058,25.1875,17.6898,9.3951,6.6476,65.125,27.0625,29.8125,22.6875,2000-04-28
2000-05-31,29.531,38.75,31.375,28.125,14.9375,433.812,29.6042,46.2188,19.125,7.0816,23.875,25.5,16.375,48.813,49.7917,57.0095,14.4374,76.125,11.6406,42.875,39.625,32.4972,26.25,18.0633,8.2716,6.7505,56.688,35.125,33.25,25.9375,2000-05-31
2000-06-30,26.125,36.125,27.1563,30.2578,12.25,420.2963,31.1667,42.4063,19.5313,6.7611,20.0,23.5938,15.0625,49.938,46.0625,54.0648,15.4707,99.875,10.2656,41.25,44.813,27.8297,25.75,19.0989,7.8395,5.6034,46.625,31.0625,28.625,24.25,2000-06-30
2000-07-31,28.219,43.625,28.5313,31.5,13.6875,492.2349,33.2917,39.5,17.9063,7.0234,20.0625,23.0625,11.375,51.75,49.6875,54.1237,16.1793,103.875,10.5469,45.031,41.313,31.7387,26.9375,21.1192,8.8025,5.1769,43.188,36.0,28.4375,23.125,2000-07-31
2000-08-31,31.469,54.0,28.0313,29.7813,12.8125,542.9552,32.4167,42.25,19.4688,7.9049,20.5625,26.5,12.3321,48.063,55.875,55.1249,14.2012,73.0,11.2031,46.5,36.188,29.755,25.9375,22.6131,8.3827,5.3828,38.0,37.3125,30.9063,21.3438,2000-08-31
2000-09-29,31.406,48.125,23.0625,31.5938,10.625,502.844,34.8,42.625,18.0313,7.8175,19.0625,24.4688,11.4375,53.063,46.1875,52.5924,13.4335,81.125,11.2188,45.563,39.563,26.7795,22.8125,21.6794,7.321,5.8093,38.875,39.25,33.5,27.0625,2000-09-29
2000-10-31,35.781,48.375,25.2188,31.8438,10.5,489.4735,40.65,41.0625,19.5938,8.8593,21.3125,18.5313,10.75,43.0,45.5,62.1922,14.9688,89.375,11.4219,48.313,44.625,34.1891,19.1875,22.3245,8.3086,6.427,43.5,41.4375,35.7188,27.1563,2000-10-31
2000-11-30,38.125,45.1875,25.3125,37.5,11.0,463.314,43.9167,40.9375,21.7188,7.9122,19.1875,16.6875,11.5625,39.188,36.875,65.9025,14.5259,93.6875,10.0156,49.938,44.688,31.622,19.4375,23.5129,9.3827,6.3387,39.125,31.0625,37.4375,31.625,2000-11-30
2000-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000-12-31
2001-01-31,35.49,44.85,25.5,34.775,15.24,520.5859,37.05,41.64,20.775,8.2019,25.36,20.595,11.88,48.2,54.99,61.0143,14.2661,78.8,13.3625,55.325,33.75,36.0794,27.2,23.8708,9.9506,8.203,52.49,35.15,35.92,29.75,2001-01-31
2001-02-28,34.09,43.87,26.49,33.475,18.8,457.431,36.5567,42.83,20.975,8.9479,26.96,19.91,12.28,42.5,46.66,67.3748,11.8617,79.46,13.97,56.375,35.96,35.1553,26.31,25.0143,9.1605,8.4924,52.87,34.27,35.25,32.045,2001-02-28
2001-03-30,31.37,42.47,28.42,32.72,21.94,418.3662,35.7867,43.9,21.21,8.5842,25.91,18.375,12.9,43.1,44.9,63.9166,11.6916,76.66,14.6125,51.95,31.45,33.6804,26.5,25.5712,8.8519,8.2359,49.99,35.5,31.3,34.66,2001-03-30
2001-04-30,38.54,46.16,26.51,26.0,16.94,457.152,35.5667,48.28,18.915,8.3569,27.0,21.605,12.25,47.1,47.98,55.9729,13.5812,85.0,15.75,59.505,31.83,36.5742,26.96,24.759,9.5842,9.5513,55.77,33.24,30.025,30.205,2001-04-30
2001-05-31,38.76,49.24,28.805,25.95,16.32,476.6845,31.49,48.025,20.44,8.8966,28.57,23.37,15.0,49.29,49.15,56.9624,13.4253,84.7,17.3825,59.29,34.64,35.706,25.27,26.8261,9.4854,9.7325,62.89,35.0,32.12,30.32,2001-05-31
2001-06-29,38.905,51.75,27.52,25.09,15.27,491.4733,31.94,45.25,20.485,7.9921,31.5,17.8,14.45,46.55,44.6,52.6749,12.8537,74.0,18.1375,57.05,33.85,33.3256,25.1,26.6196,10.157,8.5606,62.5,35.0,31.9,30.855,2001-06-29
2001-07-31,40.445,51.03,28.16,25.145,14.84,467.0112,33.4367,45.695,20.02,7.7554,32.92,17.505,16.1,50.37,43.3,57.3016,14.1811,79.28,19.09,55.94,37.38,38.1425,21.68,27.0542,11.6227,8.6148,70.54,35.45,35.51,30.18,2001-07-31
